state,state_code,organization_name,office_type,address,city,zip_code,phone,email,website,services_offered,languages_spoken,appointment_required,walk_in_hours,notes
Ohio,OH,DAV Department of Ohio,State HQ,PO Box 15220,Columbus,43215,(614) 221-3590,davohio@gmail.com,https://ohiodav.org,"VA claims, Benefits assistance","English, Spanish",No,Mon-Fri 8:00-4:00,Free claims assistance
Ohio,OH,AMVETS Ohio Department,State HQ,3950 Broadway,Grove City,43123,(614) 875-2998,amvetsoh@gmail.com,https://amvetsohio.org,"Benefits, Employment, Transition",English,No,Mon-Fri 9:00-5:00,Veteran support services
Ohio,OH,VFW Post 63 Cleveland,Local Post,3345 West 98th Street,Cleveland,44102,(216) 631-0063,vfwpost63@gmail.com,https://vfwpost63.org,"Local support, VA referrals","English, Spanish",No,Mon-Fri 10:00-9:00,Greater Cleveland
Ohio,OH,American Legion Post 12 Cincinnati,Local Post,2300 Chapline Street,Cincinnati,45214,(513) 471-1212,alpost12cinci@gmail.com,https://cincipost12.org,"Community service, Benefits",English,No,Mon-Fri 10:00-6:00,Southwest Ohio
Ohio,OH,DAV Toledo Chapter,Regional Office,3100 Glendale Avenue,Toledo,43614,(419) 381-8387,davtoledo@gmail.com,https://davtoledo.org,"VA claims, Medical transport","English, Spanish",Yes,Tue-Thu 9:00-3:00,Northwest Ohio
Ohio,OH,VFW Post 1165 Akron,Local Post,143 Portage Trail Extension West,Akron,44313,(330) 253-1165,vfwpost1165@yahoo.com,https://vfwpost1165.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,Summit County
Ohio,OH,VVA Ohio State Council,State HQ,PO Box 644,Westerville,43086,(614) 882-8387,vvaohio@gmail.com,https://vvaoh.org,"Benefits, Agent Orange, PTSD","English, Spanish",Yes,By appointment,Vietnam veterans services
Ohio,OH,Ohio Department of Veterans Services,State Agency,77 South High Street 7th Floor,Columbus,43215,(614) 644-0898,information@dvs.ohio.gov,https://dvs.ohio.gov,"State benefits, Claims, Healthcare, Cemetery, Homes","English, Spanish",Yes,Mon-Fri 8:00-5:00,State veterans department
Oklahoma,OK,VFW Department of Oklahoma,State HQ,4509 South Garnett Road,Tulsa,74146,(918) 664-3800,office@okvfw.org,https://okvfw.org,"Claims assistance, Benefits counseling, Employment services","English, Spanish, Native American",No,Mon-Fri 8:00-5:00,State headquarters
Oklahoma,OK,American Legion Department of Oklahoma,State HQ,4040 North Lincoln Boulevard,Oklahoma City,73105,(405) 525-2121,info@oklegion.org,https://www.oklegion.org,"VA claims, Employment, Community","English, Spanish, Native American",Yes,By appointment,State service office
Oklahoma,OK,DAV Oklahoma Department,State HQ,125 South Main Street Suite 301,Tulsa,74103,(918) 585-8387,davoklahoma@gmail.com,https://davok.org,"VA claims, Benefits assistance","English, Spanish, Native American",No,Mon-Fri 8:00-4:00,Free claims assistance
Oklahoma,OK,AMVETS Oklahoma Department,State HQ,PO Box 55065,Tulsa,74155,(918) 437-2998,amvetsok@gmail.com,https://amvetsok.org,"Benefits, Employment, Transition","English, Native American",No,Mon-Fri 9:00-5:00,Veteran support services
Oklahoma,OK,VFW Post 5263 Oklahoma City,Local Post,3805 South Boulevard,Edmond,73013,(405) 348-5263,vfwpost5263@gmail.com,https://vfwpost5263.org,"Local support, VA referrals","English, Spanish, Native American",No,Mon-Fri 10:00-9:00,Metro Oklahoma City
Oklahoma,OK,American Legion Post 1 Tulsa,Local Post,1045 East 8th Street,Tulsa,74120,(918) 587-1001,alpost1tulsa@gmail.com,https://tulsapost1.org,"Community service, Benefits","English, Spanish, Native American",No,Mon-Fri 10:00-6:00,Northeast Oklahoma
Oklahoma,OK,DAV Lawton Chapter,Regional Office,4101 Southeast 41st Street,Lawton,73501,(580) 355-8387,davlawton@gmail.com,https://davlawton.org,"VA claims, Medical transport","English, Native American",Yes,Tue-Thu 9:00-3:00,Southwest Oklahoma
Oklahoma,OK,VFW Post 577 Norman,Local Post,220 West Main Street,Norman,73069,(405) 329-0577,vfwpost577@yahoo.com,https://vfwpost577.org,"Community service, Benefits","English, Native American",No,Wed-Sun 12:00-8:00,Cleveland County
Oklahoma,OK,VVA Oklahoma State Council,State HQ,PO Box 1206,Edmond,73083,(405) 340-8387,vvaoklahoma@gmail.com,https://vvaok.org,"Benefits, Agent Orange, PTSD","English, Spanish, Native American",Yes,By appointment,Vietnam veterans services
Oklahoma,OK,Oklahoma Department of Veterans Affairs,State Agency,2311 North Central Avenue,Oklahoma City,73105,(405) 521-3684,info@odva.ok.gov,https://www.ok.gov/veterans,"State benefits, Claims, Healthcare, Cemetery","English, Spanish, Native American",Yes,Mon-Fri 8:00-5:00,State veterans department
Oregon,OR,VFW Department of Oregon,State HQ,9020 SE Jannsen Road,Clackamas,97015,(503) 557-3144,office@vfwor.org,https://vfwor.org,"Claims assistance, Benefits counseling, Employment services","English, Spanish",No,Mon-Fri 8:00-5:00,State headquarters
Oregon,OR,American Legion Department of Oregon,State HQ,30450 SW Parkway Avenue,Wilsonville,97070,(503) 685-5006,info@orlegion.org,https://www.orlegion.org,"VA claims, Employment, Community","English, Spanish",Yes,By appointment,State service office
Oregon,OR,DAV Oregon Department,State HQ,100 SW Main Street Suite 720,Portland,97204,(503) 221-8387,davoregon@gmail.com,https://davor.org,"VA claims, Benefits assistance","English, Spanish",No,Mon-Fri 8:00-4:00,Free claims assistance
Oregon,OR,AMVETS Oregon Department,State HQ,PO Box 13430,Salem,97309,(503) 364-2998,amvetsor@gmail.com,https://amvetsor.org,"Benefits, Employment, Transition",English,No,Mon-Fri 9:00-5:00,Veteran support services
Oregon,OR,VFW Post 3452 Portland,Local Post,4607 SE Division Street,Portland,97206,(503) 231-3452,vfwpost3452@gmail.com,https://vfwpost3452.org,"Local support, VA referrals","English, Spanish",No,Mon-Fri 10:00-9:00,Metro Portland
Oregon,OR,American Legion Post 9 Eugene,Local Post,80 Centennial Loop,Eugene,97401,(541) 342-1005,alpost9eugene@gmail.com,https://eugenepost9.org,"Community service, Benefits",English,No,Mon-Fri 10:00-6:00,Willamette Valley
Oregon,OR,DAV Salem Chapter,Regional Office,555 Court Street NE Suite 6025,Salem,97301,(503) 373-8387,davsalem@gmail.com,https://davsalem.org,"VA claims, Medical transport","English, Spanish",Yes,Tue-Thu 9:00-3:00,Marion County
Oregon,OR,VFW Post 1324 Bend,Local Post,63836 North Highway 97,Bend,97703,(541) 382-1324,vfwpost1324@yahoo.com,https://vfwpost1324.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,Central Oregon
Oregon,OR,VVA Oregon State Council,State HQ,PO Box 867,Oregon City,97045,(503) 655-8387,vvaoregon@gmail.com,https://vvaor.org,"Benefits, Agent Orange, PTSD","English, Spanish",Yes,By appointment,Vietnam veterans services
Oregon,OR,Oregon Department of Veterans Affairs,State Agency,700 Summer Street NE Suite 150,Salem,97301,(503) 373-2085,info@odva.state.or.us,https://www.oregon.gov/odva,"State benefits, Claims, Healthcare, Cemetery, Homes","English, Spanish",Yes,Mon-Fri 8:00-5:00,State veterans department
Pennsylvania,PA,VFW Department of Pennsylvania,State HQ,4002 Fenton Avenue,Harrisburg,17109,(717) 234-7927,office@vfwpa.org,https://vfwpa.org,"Claims assistance, Benefits counseling, Employment services","English, Spanish",No,Mon-Fri 8:00-5:00,State headquarters
Pennsylvania,PA,American Legion Department of Pennsylvania,State HQ,2001 North Front Street,Harrisburg,17102,(717) 730-9100,info@pa-legion.com,https://www.pa-legion.com,"VA claims, Employment, Community","English, Spanish",Yes,By appointment,State service office
Pennsylvania,PA,DAV Pennsylvania Department,State HQ,110 Hamilton Court,Baden,15005,(724) 869-3387,davpennsylvania@gmail.com,https://www.vva-pa.org,"VA claims, Benefits assistance","English, Spanish",No,Mon-Fri 8:00-4:00,Free claims assistance
Pennsylvania,PA,AMVETS Pennsylvania Department,State HQ,1306 William Flynn Highway,Glenshaw,15116,(412) 487-2998,amvetspa@gmail.com,https://amvetspa.org,"Benefits, Employment, Transition",English,No,Mon-Fri 9:00-5:00,Veteran support services
Pennsylvania,PA,VFW Post 100 Philadelphia,Local Post,9812 Old Bustleton Avenue,Philadelphia,19115,(215) 673-0100,vfwpost100@gmail.com,https://vfwpost100.org,"Local support, VA referrals","English, Spanish",No,Mon-Fri 10:00-9:00,Philadelphia area
Pennsylvania,PA,American Legion Post 5 Pittsburgh,Local Post,226 North Craig Street,Pittsburgh,15213,(412) 682-2005,alpost5pgh@gmail.com,https://pghpost5.org,"Community service, Benefits",English,No,Mon-Fri 10:00-6:00,Western Pennsylvania
Pennsylvania,PA,DAV Wilkes-Barre Chapter,Regional Office,11 Church Street Room 324,Wilkes-Barre,18701,(570) 826-8387,davwilkesbarre@gmail.com,https://davwilkesbarre.org,"VA claims, Medical transport","English, Spanish",Yes,Tue-Thu 9:00-3:00,Northeast Pennsylvania
Pennsylvania,PA,VFW Post 470 Erie,Local Post,3925 Peach Street,Erie,16509,(814) 864-0470,vfwpost470@yahoo.com,https://vfwpost470.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,Northwest Pennsylvania
Pennsylvania,PA,VVA Pennsylvania State Council,State HQ,110 Hamilton Court,Baden,15005,(724) 869-3387,vvapennsylvania@gmail.com,https://www.vva-pa.org,"Benefits, Agent Orange, PTSD","English, Spanish",Yes,By appointment,Vietnam veterans services
Pennsylvania,PA,Pennsylvania Department of Military and Veterans Affairs,State Agency,Building 0-47 Fort Indiantown Gap,Annville,17003,(717) 861-8503,RA-DMVAOVR@pa.gov,https://www.dmva.pa.gov,"State benefits, Claims, Healthcare, Cemetery, Homes","English, Spanish",Yes,Mon-Fri 8:00-4:30,State veterans affairs
RhodeIsland,RI,VFW Department of Rhode Island,State HQ,1418 Hartford Avenue,Johnston,02919,(401) 421-5848,info@vfwri.org,https://vfwri.org,"Claims assistance, Benefits counseling, Employment services","English, Spanish, Portuguese",No,Mon-Fri 8:00-4:30,State headquarters
RhodeIsland,RI,American Legion Department of Rhode Island,State HQ,2 Sadler Street,Providence,02903,(401) 421-5257,info@rilegion.org,https://www.rilegion.org,"VA claims, Employment, Community","English, Spanish, Portuguese",Yes,By appointment,State service office
RhodeIsland,RI,DAV Rhode Island Department,State HQ,1010 Hartford Avenue,Providence,02909,(401) 461-8387,davrhodeisland@gmail.com,https://davri.org,"VA claims, Benefits assistance","English, Spanish, Portuguese",No,Mon-Fri 8:00-4:00,Free claims assistance
RhodeIsland,RI,AMVETS Rhode Island Department,State HQ,PO Box 9276,Warwick,02889,(401) 739-2998,amvetsri@gmail.com,https://amvetsri.org,"Benefits, Employment, Transition","English, Portuguese",No,Mon-Fri 9:00-5:00,Veteran support services
RhodeIsland,RI,VFW Post 8 Providence,Local Post,1418 Hartford Avenue,Johnston,02919,(401) 421-5848,vfwpost8@gmail.com,https://vfwpost8.org,"Local support, VA referrals","English, Spanish, Portuguese",No,Mon-Sat 11:00-9:00,Greater Providence
RhodeIsland,RI,American Legion Post 10 Cranston,Local Post,1097 Cranston Street,Cranston,02920,(401) 942-8910,alpost10cranston@gmail.com,https://cranstonpost10.org,"Community service, Benefits","English, Portuguese",No,Mon-Fri 10:00-6:00,Central Rhode Island
RhodeIsland,RI,DAV Warwick Chapter,Regional Office,321 South County Trail,Warwick,02886,(401) 738-8387,davwarwick@gmail.com,https://davwarwick.org,"VA claims, Medical transport","English, Spanish, Portuguese",Yes,Tue-Thu 9:00-3:00,Kent County
RhodeIsland,RI,VFW Post 25 Newport,Local Post,170 Broadway,Newport,02840,(401) 847-0025,vfwpost25@yahoo.com,https://vfwpost25.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,Aquidneck Island
RhodeIsland,RI,VVA Rhode Island Chapter 1,Local Post,PO Box 71,Warwick,02887,(401) 738-8387,vvarhodeisland@gmail.com,https://vvari.org,"Benefits, Agent Orange, PTSD","English, Portuguese",Yes,By appointment,Vietnam veterans services
RhodeIsland,RI,Rhode Island Office of Veterans Services,State Agency,825 Waterman Avenue Building 69-1,East Providence,02914,(401) 921-2119,ovs@ova.ri.gov,https://veterans.ri.gov,"State benefits, Claims, Cemetery","English, Spanish, Portuguese",Yes,Mon-Fri 8:30-4:30,State veterans office
SouthCarolina,SC,VFW Department of South Carolina,State HQ,930 Richland Street,Columbia,29201,(803) 779-3225,office@scvfw.org,https://scvfw.org,"Claims assistance, Benefits counseling, Employment services","English, Spanish",No,Mon-Fri 8:00-5:00,State headquarters
SouthCarolina,SC,American Legion Department of South Carolina,State HQ,132 Pickens Street,Columbia,29205,(803) 799-3500,info@sclegion.org,https://www.sclegion.org,"VA claims, Employment, Community","English, Spanish",Yes,By appointment,State service office
SouthCarolina,SC,DAV South Carolina Department,State HQ,1293 Professional Drive Suite D,Myrtle Beach,29577,(843) 293-8387,davsouthcarolina@gmail.com,https://davsc.org,"VA claims, Benefits assistance","English, Spanish",No,Mon-Fri 8:00-4:00,Free claims assistance
SouthCarolina,SC,AMVETS South Carolina Department,State HQ,PO Box 71093,North Charleston,29415,(843) 552-2998,amvetssc@gmail.com,https://amvetssc.org,"Benefits, Employment, Transition",English,No,Mon-Fri 9:00-5:00,Veteran support services
SouthCarolina,SC,VFW Post 3433 Charleston,Local Post,2966 West Montague Avenue,Charleston,29418,(843) 554-3433,vfwpost3433@gmail.com,https://vfwpost3433.org,"Local support, VA referrals","English, Spanish",No,Mon-Fri 10:00-9:00,Lowcountry
SouthCarolina,SC,American Legion Post 15 Columbia,Local Post,1708 College Street,Columbia,29201,(803) 799-9015,alpost15columbia@gmail.com,https://columbiapost15.org,"Community service, Benefits",English,No,Mon-Fri 10:00-6:00,State capital location
SouthCarolina,SC,DAV Greenville Chapter,Regional Office,301 University Ridge Suite 2600,Greenville,29601,(864) 232-8387,davgreenville@gmail.com,https://davgreenville.org,"VA claims, Medical transport","English, Spanish",Yes,Tue-Thu 9:00-3:00,Upstate South Carolina
SouthCarolina,SC,VFW Post 3204 Myrtle Beach,Local Post,1015 Broadway Street,Myrtle Beach,29577,(843) 448-3204,vfwpost3204@yahoo.com,https://vfwpost3204.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,Grand Strand
SouthCarolina,SC,VVA South Carolina State Council,State HQ,PO Box 61424,Charleston,29419,(843) 763-8387,vvasouthcarolina@gmail.com,https://vvasc.org,"Benefits, Agent Orange, PTSD","English, Spanish",Yes,By appointment,Vietnam veterans services
SouthCarolina,SC,South Carolina Division of Veterans Affairs,State Agency,1205 Pendleton Street Suite 463,Columbia,29201,(803) 734-0200,va@admin.sc.gov,https://veterans.sc.gov,"State benefits, Claims, Cemetery","English, Spanish",Yes,Mon-Fri 8:30-5:00,State veterans division
SouthDakota,SD,VFW Department of South Dakota,State HQ,PO Box 89239,Sioux Falls,57109,(605) 332-4100,office@sdvfw.org,https://sdvfw.org,"Claims assistance, Benefits counseling, Employment services","English, Native American",No,Mon-Fri 8:00-4:30,State headquarters
SouthDakota,SD,American Legion Department of South Dakota,State HQ,PO Box 67,Watertown,57201,(605) 886-3604,info@sdlegion.org,https://www.sdlegion.org,"VA claims, Employment, Community","English, Native American",Yes,By appointment,State service office
SouthDakota,SD,DAV South Dakota Department,State HQ,PO Box 88726,Sioux Falls,57109,(605) 336-8387,davsouthdakota@gmail.com,https://davsd.org,"VA claims, Benefits assistance","English, Native American",No,Mon-Fri 8:00-4:00,Free claims assistance
SouthDakota,SD,AMVETS South Dakota Department,State HQ,PO Box 1293,Rapid City,57709,(605) 343-2998,amvetssd@gmail.com,https://amvetssd.org,"Benefits, Employment, Transition",English,No,Mon-Fri 9:00-5:00,Veteran support services
SouthDakota,SD,VFW Post 628 Sioux Falls,Local Post,300 West 41st Street,Sioux Falls,57105,(605) 338-0628,vfwpost628@gmail.com,https://vfwpost628.org,"Local support, VA referrals","English, Native American",No,Mon-Sat 11:00-9:00,Eastern South Dakota
SouthDakota,SD,American Legion Post 15 Rapid City,Local Post,545 Mount Rushmore Road,Rapid City,57701,(605) 342-0115,alpost15rc@gmail.com,https://rcpost15.org,"Community service, Benefits","English, Native American",No,Mon-Fri 10:00-6:00,Western South Dakota
SouthDakota,SD,DAV Aberdeen Chapter,Regional Office,2313 16th Avenue NE,Aberdeen,57401,(605) 225-8387,davaberdeen@gmail.com,https://davaberdeen.org,"VA claims, Medical transport","English, Native American",Yes,Tue-Thu 9:00-3:00,Northeast South Dakota
SouthDakota,SD,VFW Post 5969 Pierre,Local Post,204 East Capitol Avenue,Pierre,57501,(605) 224-5969,vfwpost5969@yahoo.com,https://vfwpost5969.org,"Community service, Benefits","English, Native American",No,Wed-Sun 12:00-8:00,State capital area
SouthDakota,SD,VVA South Dakota Chapter 1,Local Post,PO Box 88726,Sioux Falls,57109,(605) 336-8387,vvasouthdakota@gmail.com,https://vvasd.org,"Benefits, Agent Orange, PTSD","English, Native American",Yes,By appointment,Vietnam veterans services
SouthDakota,SD,South Dakota Department of Veterans Affairs,State Agency,425 East Capitol Avenue,Pierre,57501,(605) 773-3269,veteransaffairs@state.sd.us,https://vetaffairs.sd.gov,"State benefits, Claims, Veterans Home","English, Native American",Yes,Mon-Fri 8:00-5:00,State veterans department
Tennessee,TN,VFW Department of Tennessee,State HQ,2506 Elm Hill Pike,Nashville,37214,(615) 889-8387,office@vfwtn.org,https://vfwtn.org,"Claims assistance, Benefits counseling, Employment services","English, Spanish",No,Mon-Fri 8:00-5:00,State headquarters
Tennessee,TN,American Legion Department of Tennessee,State HQ,215 8th Avenue North,Nashville,37203,(615) 254-0568,info@tnlegion.org,https://www.tnlegion.org,"VA claims, Employment, Community","English, Spanish",Yes,By appointment,State service office
Tennessee,TN,DAV Tennessee Department,State HQ,PO Box 2765,Nashville,37219,(615) 315-8387,davtennessee@gmail.com,https://davtn.org,"VA claims, Benefits assistance","English, Spanish",No,Mon-Fri 8:00-4:00,Free claims assistance
Tennessee,TN,AMVETS Tennessee Department,State HQ,PO Box 120550,Nashville,37212,(615) 918-0550,amvetstn@gmail.com,http://amvets-tennessee.org,"Benefits, Employment, Transition",English,No,Mon-Fri 9:00-5:00,Veteran support services
Tennessee,TN,VFW Post 4295 Memphis,Local Post,4739 Navy Road,Millington,38053,(901) 872-4295,vfwpost4295@gmail.com,https://vfwpost4295.org,"Local support, VA referrals","English, Spanish",No,Mon-Fri 10:00-9:00,West Tennessee
Tennessee,TN,American Legion Post 5 Nashville,Local Post,215 8th Avenue North,Nashville,37203,(615) 254-0568,alpost5nashville@gmail.com,https://nashpost5.org,"Community service, Benefits",English,No,Mon-Fri 10:00-6:00,State capital location
Tennessee,TN,DAV Knoxville Chapter,Regional Office,800 Market Street Suite 301,Knoxville,37902,(865) 544-8387,davknoxville@gmail.com,https://davknoxville.org,"VA claims, Medical transport","English, Spanish",Yes,Tue-Thu 9:00-3:00,East Tennessee
Tennessee,TN,VFW Post 1970 Chattanooga,Local Post,5511 Highway 153,Hixson,37343,(423) 875-1970,vfwpost1970@yahoo.com,https://vfwpost1970.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,Southeast Tennessee
Tennessee,TN,VVA Tennessee State Council,State HQ,PO Box 100126,Nashville,37210,(615) 883-8387,vvatennessee@gmail.com,https://vvatn.org,"Benefits, Agent Orange, PTSD","English, Spanish",Yes,By appointment,Vietnam veterans services
Tennessee,TN,Tennessee Department of Veterans Services,State Agency,Davy Crockett Tower 500 James Robertson Parkway,Nashville,37243,(615) 741-2931,veterans.affairs@tn.gov,https://www.tn.gov/veteran,"State benefits, Claims, Cemetery, Homes","English, Spanish",Yes,Mon-Fri 8:00-4:30,State veterans department
Texas,TX,VFW Department of Texas,State HQ,8503 North IH 35,Austin,78753,(512) 834-8535,support@texasvfw.org,https://www.texasvfw.org,"Claims assistance, Benefits counseling, Employment services","English, Spanish",No,Mon-Fri 8:00-5:00,State headquarters
Texas,TX,American Legion Department of Texas,State HQ,PO Box 140527,Austin,78714,(512) 472-4138,txlegion@txlegion.org,https://txlegion.org,"VA claims, Employment, Community","English, Spanish",Yes,By appointment,State service office
Texas,TX,DAV Texas Department,State HQ,5430 Fredericksburg Road,San Antonio,78229,(210) 699-8387,davtexas@gmail.com,https://davtx.org,"VA claims, Benefits assistance","English, Spanish",No,Mon-Fri 8:00-4:00,Free claims assistance
Texas,TX,AMVETS Texas Department,State HQ,PO Box 150549,Austin,78715,(512) 441-2998,amvetstx@gmail.com,https://amvetstexas.org,"Benefits, Employment, Transition","English, Spanish",No,Mon-Fri 9:00-5:00,Veteran support services
Texas,TX,VFW Post 76 Houston,Local Post,1040 East 20th Street,Houston,77008,(713) 861-9060,vfwpost76@gmail.com,https://vfwpost76.org,"Local support, VA referrals","English, Spanish",No,Mon-Fri 10:00-9:00,Harris County
Texas,TX,American Legion Post 1 Dallas,Local Post,3221 Turtle Creek Boulevard,Dallas,75219,(214) 521-1001,alpost1dallas@gmail.com,https://dallaspost1.org,"Community service, Benefits","English, Spanish",No,Mon-Fri 10:00-6:00,North Texas
Texas,TX,DAV El Paso Chapter,Regional Office,6500 Boeing Drive,El Paso,79925,(915) 772-8387,davelpaso@gmail.com,https://davelpaso.org,"VA claims, Medical transport","English, Spanish",Yes,Tue-Thu 9:00-3:00,West Texas
Texas,TX,VFW Post 8925 San Antonio,Local Post,822 South Alamo Street,San Antonio,78205,(210) 223-8925,vfwpost8925@yahoo.com,https://vfwpost8925.org,"Community service, Benefits","English, Spanish",No,Wed-Sun 12:00-8:00,Bexar County
Texas,TX,VVA Texas State Council,State HQ,PO Box 224872,Dallas,75222,(214) 221-8387,vvatexas@gmail.com,https://vvatx.org,"Benefits, Agent Orange, PTSD","English, Spanish",Yes,By appointment,Vietnam veterans services
Texas,TX,Texas Veterans Commission,State Agency,1700 North Congress Avenue,Austin,78701,(512) 463-5538,info@tvc.texas.gov,https://www.tvc.texas.gov,"State benefits, Claims, Healthcare, Education, Employment","English, Spanish",Yes,Mon-Fri 8:00-5:00,State veterans commission
Utah,UT,VFW Department of Utah,State HQ,8885 South Redwood Road,West Jordan,84088,(801) 562-0242,office@vfwutah.org,https://vfwutah.org,"Claims assistance, Benefits counseling, Employment services","English, Spanish",No,Mon-Fri 8:00-5:00,State headquarters
Utah,UT,American Legion Department of Utah,State HQ,853 South Redwood Road,Salt Lake City,84104,(801) 978-9100,info@utalegion.org,https://www.utalegion.org,"VA claims, Employment, Community",English,Yes,By appointment,State service office
Utah,UT,DAV Utah Department,State HQ,550 Foothill Drive Room 203,Salt Lake City,84148,(801) 584-8387,davutah@gmail.com,https://davutah.org,"VA claims, Benefits assistance","English, Spanish",No,Mon-Fri 8:00-4:00,Free claims assistance
Utah,UT,AMVETS Utah Department,State HQ,PO Box 27113,Salt Lake City,84127,(801) 262-2998,amvetsut@gmail.com,https://amvetsut.org,"Benefits, Employment, Transition",English,No,Mon-Fri 9:00-5:00,Veteran support services
Utah,UT,VFW Post 60 Salt Lake City,Local Post,2660 South Main Street,Salt Lake City,84115,(801) 484-0060,vfwpost60@gmail.com,https://vfwpost60.org,"Local support, VA referrals","English, Spanish",No,Mon-Sat 11:00-9:00,Salt Lake Valley
Utah,UT,American Legion Post 9 Ogden,Local Post,1785 Lincoln Avenue,Ogden,84401,(801) 392-7221,alpost9ogden@gmail.com,https://ogdenpost9.org,"Community service, Benefits",English,No,Mon-Fri 10:00-6:00,Northern Utah
Utah,UT,DAV Provo Chapter,Regional Office,550 Foothill Boulevard,Salt Lake City,84113,(801) 587-8387,davprovo@gmail.com,https://davprovo.org,"VA claims, Medical transport","English, Spanish",Yes,Tue-Thu 9:00-3:00,Utah Valley
Utah,UT,VFW Post 4407 St. George,Local Post,49 North Main Street,St. George,84770,(435) 628-4407,vfwpost4407@yahoo.com,https://vfwpost4407.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,Southern Utah
Utah,UT,VVA Utah Chapter 1,Local Post,PO Box 526411,Salt Lake City,84152,(801) 580-8387,vvautah@gmail.com,https://vvaut.org,"Benefits, Agent Orange, PTSD","English, Spanish",Yes,By appointment,Vietnam veterans services
Utah,UT,Utah Department of Veterans and Military Affairs,State Agency,550 Foothill Drive Room 202,Salt Lake City,84113,(801) 326-2372,va@utah.gov,https://veterans.utah.gov,"State benefits, Claims, Cemetery","English, Spanish",Yes,Mon-Fri 8:00-5:00,State veterans department
Vermont,VT,VFW Department of Vermont,State HQ,126 State Street,Montpelier,05602,(802) 828-9845,office@vfwvermont.org,https://vfwvermont.org,"Claims assistance, Benefits counseling, Employment services",English,No,Mon-Fri 8:00-4:30,State headquarters
Vermont,VT,American Legion Department of Vermont,State HQ,PO Box 396,Montpelier,05601,(802) 223-7131,info@vtlegion.org,https://www.vtlegion.org,"VA claims, Employment, Community",English,Yes,By appointment,State service office
Vermont,VT,DAV Vermont Department,State HQ,118 Tilley Drive,South Burlington,05403,(802) 862-8387,davvermont@gmail.com,https://davvt.org,"VA claims, Benefits assistance",English,No,Mon-Fri 8:00-4:00,Free claims assistance
Vermont,VT,AMVETS Vermont Department,State HQ,PO Box 3292,South Burlington,05407,(802) 658-2998,amvetsvt@gmail.com,https://amvetsvt.org,"Benefits, Employment, Transition",English,No,Mon-Fri 9:00-5:00,Veteran support services
Vermont,VT,VFW Post 891 Burlington,Local Post,13 Church Street,Burlington,05401,(802) 863-0891,vfwpost891@gmail.com,https://vfwpost891.org,"Local support, VA referrals",English,No,Mon-Sat 11:00-9:00,Chittenden County
Vermont,VT,American Legion Post 3 Barre,Local Post,15 Washington Street,Barre,05641,(802) 476-3003,alpost3barre@gmail.com,https://barrepost3.org,"Community service, Benefits",English,No,Mon-Fri 10:00-6:00,Central Vermont
Vermont,VT,DAV Rutland Chapter,Regional Office,118 Tilley Drive,South Burlington,05403,(802) 773-8387,davrutland@gmail.com,https://davrutland.org,"VA claims, Medical transport",English,Yes,Tue-Thu 9:00-3:00,Rutland County
Vermont,VT,VFW Post 758 St. Albans,Local Post,20 Hathaway Street,St. Albans,05478,(802) 524-0758,vfwpost758@yahoo.com,https://vfwpost758.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,Northwest Vermont
Vermont,VT,VVA Vermont Chapter 1,Local Post,PO Box 1362,Montpelier,05601,(802) 223-8387,vvavermont@gmail.com,https://vvavt.org,"Benefits, Agent Orange, PTSD",English,Yes,By appointment,Vietnam veterans services
Vermont,VT,Vermont Office of Veterans Affairs,State Agency,118 State Street,Montpelier,05620,(802) 828-3379,vva@vermont.gov,https://veterans.vermont.gov,"State benefits, Claims, Cemetery",English,Yes,Mon-Fri 7:45-4:30,State veterans office
Virginia,VA,VFW Department of Virginia,State HQ,403 Lee Jackson Highway,Staunton,24401,(540) 886-8112,office@vfwva.org,https://vfwva.org,"Claims assistance, Benefits counseling, Employment services","English, Spanish",No,Mon-Fri 8:00-5:00,State headquarters
Virginia,VA,American Legion Department of Virginia,State HQ,1708 Commonwealth Avenue,Richmond,23230,(804) 353-6606,info@valgion.org,https://www.valgion.org,"VA claims, Employment, Community","English, Spanish",Yes,By appointment,State service office
Virginia,VA,DAV Virginia Department,State HQ,PO Box 1731,Richmond,23218,(804) 643-8387,davvirginia@gmail.com,https://www.virginiadav.org,"VA claims, Benefits assistance","English, Spanish",No,Mon-Fri 8:00-4:00,Free claims assistance
Virginia,VA,AMVETS Virginia Department,State HQ,PO Box 3382,Woodbridge,22195,(703) 491-2998,amvetsva@gmail.com,https://amvetsva.org,"Benefits, Employment, Transition",English,No,Mon-Fri 9:00-5:00,Veteran support services
Virginia,VA,VFW Post 9808 Virginia Beach,Local Post,4569 Princess Anne Road,Virginia Beach,23462,(757) 499-9808,vfwpost9808@gmail.com,https://vfwpost9808.org,"Local support, VA referrals","English, Spanish",No,Mon-Fri 10:00-9:00,Tidewater region
